trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.75, 'e': 0.26199999999999934}",30,13,28.70252651059509,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.75, 'e': 0.25999999999999934}",25,14,3.889363378100988,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.75, 'e': 0.25799999999999934}",20,14,14.063777001182395,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.75, 'e': 0.25599999999999934}",20,12,5.023252543917129,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.75, 'e': 0.25399999999999934}",20,7,21.953054591245827,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.75, 'e': 0.25199999999999934}",35,0,2.223268440963068,"{0: 33, 1: 1, 2: 0, 3: 0, 4: 1}",0
375,False,"{'a': 0.75, 'e': 0.24999999999999933}",20,13,11.642545524833706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.75, 'e': 0.24799999999999933}",20,9,-18.021336064510738,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
377,False,"{'a': 0.75, 'e': 0.24599999999999933}",20,9,-20.763340457219357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
378,False,"{'a': 0.75, 'e': 0.24399999999999933}",25,11,-10.966476973844085,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
379,False,"{'a': 0.75, 'e': 0.24199999999999933}",25,12,8.59105348420025,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.75, 'e': 0.23999999999999932}",25,14,5.292012627042416,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.75, 'e': 0.23799999999999932}",20,15,9.318452097250628,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.75, 'e': 0.23599999999999932}",30,15,24.255319444500813,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.75, 'e': 0.23399999999999932}",20,0,20.017127904651353,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
384,False,"{'a': 0.75, 'e': 0.23199999999999932}",20,16,8.606106250688123,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.75, 'e': 0.22999999999999932}",25,17,-29.40026792623921,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
386,False,"{'a': 0.75, 'e': 0.22799999999999931}",25,10,12.298991721391571,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.75, 'e': 0.2259999999999993}",25,11,17.62329617933582,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.75, 'e': 0.2239999999999993}",25,0,-11.03819482196474,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
389,False,"{'a': 0.75, 'e': 0.2219999999999993}",30,0,17.478028352321267,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
390,False,"{'a': 0.75, 'e': 0.2199999999999993}",25,16,18.841003196493745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.75, 'e': 0.2179999999999993}",30,16,20.906558703444613,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.75, 'e': 0.2159999999999993}",20,2,-34.116075658715104,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
393,False,"{'a': 0.75, 'e': 0.2139999999999993}",20,0,-43.99353407757384,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
394,False,"{'a': 0.75, 'e': 0.2119999999999993}",25,0,-17.721012789204256,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
395,False,"{'a': 0.75, 'e': 0.2099999999999993}",25,3,28.400168749166205,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.75, 'e': 0.2079999999999993}",20,16,8.336338673999132,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.75, 'e': 0.2059999999999993}",20,2,14.12808318029167,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.75, 'e': 0.2039999999999993}",25,7,6.098126609235527,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
399,False,"{'a': 0.75, 'e': 0.2019999999999993}",25,10,11.620398261031527,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.75, 'e': 0.1999999999999993}",25,9,26.305312404367335,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.75, 'e': 0.1979999999999993}",20,2,-24.056203096639766,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
402,False,"{'a': 0.75, 'e': 0.19599999999999929}",30,14,15.719643017140545,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.75, 'e': 0.19399999999999928}",30,15,23.34851886535243,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.75, 'e': 0.19199999999999928}",30,12,20.399736115205013,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.75, 'e': 0.18999999999999928}",30,7,5.353532336561278,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
406,False,"{'a': 0.75, 'e': 0.18799999999999928}",30,15,30.11858615974606,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.75, 'e': 0.18599999999999928}",20,0,15.212000655346024,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
408,False,"{'a': 0.75, 'e': 0.18399999999999928}",20,7,-20.0509394820024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
409,False,"{'a': 0.75, 'e': 0.18199999999999927}",25,13,-32.419584595958504,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
410,False,"{'a': 0.75, 'e': 0.17999999999999927}",25,3,-5.5734637597766,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
411,False,"{'a': 0.75, 'e': 0.17799999999999927}",20,12,16.203094242307678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.75, 'e': 0.17599999999999927}",30,23,1.8706604676468797,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.75, 'e': 0.17399999999999927}",20,15,8.31157940878547,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.75, 'e': 0.17199999999999926}",25,0,24.020490171143585,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
415,False,"{'a': 0.75, 'e': 0.16999999999999926}",30,11,37.1246422130516,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.75, 'e': 0.16799999999999926}",25,11,12.982403080360761,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.75, 'e': 0.16599999999999926}",20,11,-16.25221998070011,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
418,False,"{'a': 0.75, 'e': 0.16399999999999926}",20,12,14.124227665791233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.75, 'e': 0.16199999999999926}",20,6,26.952113660929975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.75, 'e': 0.15999999999999925}",30,8,13.00105366174016,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
421,False,"{'a': 0.75, 'e': 0.15799999999999925}",25,13,-17.004858580776453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
422,False,"{'a': 0.75, 'e': 0.15599999999999925}",25,20,7.987286778119375,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.75, 'e': 0.15399999999999925}",25,13,11.747533254847841,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.75, 'e': 0.15199999999999925}",35,18,-2.753397350917038,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
425,False,"{'a': 0.75, 'e': 0.14999999999999925}",30,4,43.04725653398562,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.75, 'e': 0.14799999999999924}",20,3,31.370225975486797,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.75, 'e': 0.14599999999999924}",20,0,16.45976745026615,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
428,False,"{'a': 0.75, 'e': 0.14399999999999924}",25,11,-29.746228144237463,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 0}",1
429,False,"{'a': 0.75, 'e': 0.14199999999999924}",25,11,24.765600313926093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.75, 'e': 0.13999999999999924}",20,12,14.413464282414234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.75, 'e': 0.13799999999999923}",25,0,39.31117421776233,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
432,False,"{'a': 0.75, 'e': 0.13599999999999923}",20,3,18.994303696589807,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.75, 'e': 0.13399999999999923}",25,15,16.64738569516516,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.75, 'e': 0.13199999999999923}",35,16,26.31601697478607,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.75, 'e': 0.12999999999999923}",25,5,29.523830037054246,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.75, 'e': 0.12799999999999923}",20,10,-4.020555568074034,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
437,False,"{'a': 0.75, 'e': 0.12599999999999922}",20,5,0.22083587676091643,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
438,False,"{'a': 0.75, 'e': 0.12399999999999922}",25,12,11.584547750616467,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.75, 'e': 0.12199999999999922}",20,10,18.34583540634817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.75, 'e': 0.11999999999999922}",20,7,21.692621656469996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.75, 'e': 0.11799999999999922}",25,19,4.3771225905559135,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.75, 'e': 0.11599999999999921}",20,7,15.026195254301708,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.75, 'e': 0.11399999999999921}",35,21,26.36046107213211,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.75, 'e': 0.11199999999999921}",25,7,12.149163117807861,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.75, 'e': 0.10999999999999921}",25,7,32.013312892077295,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.75, 'e': 0.10799999999999921}",20,11,17.761266824066773,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.75, 'e': 0.1059999999999992}",20,3,4.208069719674302,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.75, 'e': 0.1039999999999992}",20,10,-38.245974098281806,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
449,False,"{'a': 0.75, 'e': 0.1019999999999992}",25,18,11.210893992515397,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.75, 'e': 0.0999999999999992}",20,16,7.225457161062449,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.75, 'e': 0.0979999999999992}",30,20,18.121823449942404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.75, 'e': 0.0959999999999992}",25,6,20.422443539732487,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
453,False,"{'a': 0.75, 'e': 0.0939999999999992}",25,15,7.0110285248562665,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.75, 'e': 0.0919999999999992}",30,9,21.776934338279872,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.75, 'e': 0.08999999999999919}",30,4,41.19366299708671,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.75, 'e': 0.08799999999999919}",20,16,8.297200581629264,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.75, 'e': 0.08599999999999919}",25,12,-8.765630760314679,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
458,False,"{'a': 0.75, 'e': 0.08399999999999919}",25,0,33.09616924424142,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
459,False,"{'a': 0.75, 'e': 0.08199999999999918}",25,11,-24.94596696045861,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
460,False,"{'a': 0.75, 'e': 0.07999999999999918}",20,0,28.113601273648325,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.75, 'e': 0.07799999999999918}",30,16,27.672998023221123,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.75, 'e': 0.07599999999999918}",20,0,30.66095345415664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
463,False,"{'a': 0.75, 'e': 0.07399999999999918}",25,17,5.835712625018591,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.75, 'e': 0.07199999999999918}",25,8,27.428630744817628,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.75, 'e': 0.06999999999999917}",25,10,31.27774642645078,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.75, 'e': 0.06799999999999917}",20,6,24.960161408118772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.75, 'e': 0.06599999999999917}",25,13,20.949512599502224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.75, 'e': 0.06399999999999917}",20,15,7.8534633011033455,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.75, 'e': 0.06199999999999917}",20,3,-12.854169786408823,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
470,False,"{'a': 0.75, 'e': 0.059999999999999165}",25,14,21.815562009925966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.75, 'e': 0.05799999999999916}",30,13,29.830306884355238,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.75, 'e': 0.05599999999999916}",25,19,12.142525799059964,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.75, 'e': 0.05399999999999916}",20,11,18.542572730090903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.75, 'e': 0.05199999999999916}",20,8,-19.511659877823877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
475,False,"{'a': 0.75, 'e': 0.049999999999999156}",25,7,29.375939340485232,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,20,18.727106064120054,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,13,33.72588010274277,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,24.023311980514944,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,14,13.318247727202085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,19,8.573012885282271,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,19,12.209927718936507,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,0,31.178848524847247,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",20,15,7.552408890743238,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,6,26.13079149371517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,8.845586575260608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",35,24,20.97084040552936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,0,34.58031549136737,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",25,3,35.43166594147261,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,3,35.47134177813871,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,7,33.685259064936616,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,14,21.983238240786413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,15,28.004868627259224,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,11,15.58059768111669,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,19,11.259285661544471,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,15,11.689263399381248,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
