trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.75, 'e': 0.6299999999999997}",25,16,-32.57085863750964,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.75, 'e': 0.6279999999999997}",35,17,-39.222989362847315,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 0}",1
187,False,"{'a': 0.75, 'e': 0.6259999999999997}",25,0,-75.03253375805795,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
188,False,"{'a': 0.75, 'e': 0.6239999999999997}",20,0,-64.43337102226818,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
189,False,"{'a': 0.75, 'e': 0.6219999999999997}",25,0,-105.80600465328563,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
190,False,"{'a': 0.75, 'e': 0.6199999999999997}",25,15,14.94718716921656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.75, 'e': 0.6179999999999997}",20,11,5.586028557412502,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.75, 'e': 0.6159999999999997}",20,8,-10.73168909514519,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.75, 'e': 0.6139999999999997}",25,15,1.1239432909242,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.75, 'e': 0.6119999999999997}",20,0,-111.99823473585897,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
195,False,"{'a': 0.75, 'e': 0.6099999999999997}",30,13,-33.432113064167176,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
196,False,"{'a': 0.75, 'e': 0.6079999999999997}",20,0,-37.73876108615097,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
197,False,"{'a': 0.75, 'e': 0.6059999999999997}",20,0,-93.65946377815736,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
198,False,"{'a': 0.75, 'e': 0.6039999999999996}",20,10,7.896783308916893,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.75, 'e': 0.6019999999999996}",20,0,-84.17183747535795,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
200,False,"{'a': 0.75, 'e': 0.5999999999999996}",25,0,-59.3496561625792,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
201,False,"{'a': 0.75, 'e': 0.5979999999999996}",20,0,-130.48031112262117,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 3}",0
202,False,"{'a': 0.75, 'e': 0.5959999999999996}",25,0,-123.93293175051187,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
203,False,"{'a': 0.75, 'e': 0.5939999999999996}",20,0,-75.37824065323667,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
204,False,"{'a': 0.75, 'e': 0.5919999999999996}",35,15,29.04366948043113,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.75, 'e': 0.5899999999999996}",25,17,11.780301312136608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.75, 'e': 0.5879999999999996}",30,0,-66.98437700333639,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
207,False,"{'a': 0.75, 'e': 0.5859999999999996}",25,9,-31.349192267907146,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 0}",1
208,False,"{'a': 0.75, 'e': 0.5839999999999996}",20,0,-10.902114406740456,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
209,False,"{'a': 0.75, 'e': 0.5819999999999996}",30,0,-101.29826903033961,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",1
210,False,"{'a': 0.75, 'e': 0.5799999999999996}",25,6,-50.172475429901155,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
211,False,"{'a': 0.75, 'e': 0.5779999999999996}",20,14,-0.6826186514507389,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.75, 'e': 0.5759999999999996}",20,0,-46.05328186491173,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
213,False,"{'a': 0.75, 'e': 0.5739999999999996}",20,13,16.579799168362598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.75, 'e': 0.5719999999999996}",30,0,-40.29635044951691,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
215,False,"{'a': 0.75, 'e': 0.5699999999999996}",25,0,-112.46510987543542,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
216,False,"{'a': 0.75, 'e': 0.5679999999999996}",20,3,-45.91889441555769,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
217,False,"{'a': 0.75, 'e': 0.5659999999999996}",20,0,-57.29527617177138,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
218,False,"{'a': 0.75, 'e': 0.5639999999999996}",20,0,-159.72290843526434,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
219,False,"{'a': 0.75, 'e': 0.5619999999999996}",30,15,-0.9823548795778312,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
220,False,"{'a': 0.75, 'e': 0.5599999999999996}",30,5,-76.02736221524253,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",1
221,False,"{'a': 0.75, 'e': 0.5579999999999996}",30,1,-20.62600017053686,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 0}",1
222,False,"{'a': 0.75, 'e': 0.5559999999999996}",25,7,-11.899521881319448,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
223,False,"{'a': 0.75, 'e': 0.5539999999999996}",20,0,-43.412870916356226,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
224,False,"{'a': 0.75, 'e': 0.5519999999999996}",35,0,-199.43618299037183,"{0: 23, 1: 1, 2: 5, 3: 3, 4: 3}",1
225,False,"{'a': 0.75, 'e': 0.5499999999999996}",25,0,-126.18258932668519,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
226,False,"{'a': 0.75, 'e': 0.5479999999999996}",30,14,-28.78860933342504,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
227,False,"{'a': 0.75, 'e': 0.5459999999999996}",30,15,-42.11016121564148,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
228,False,"{'a': 0.75, 'e': 0.5439999999999996}",30,0,-193.63022089349235,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 3}",0
229,False,"{'a': 0.75, 'e': 0.5419999999999996}",25,0,-14.08420449792444,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
230,False,"{'a': 0.75, 'e': 0.5399999999999996}",20,15,8.400588875003201,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.75, 'e': 0.5379999999999996}",20,0,-18.707990579616876,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
232,False,"{'a': 0.75, 'e': 0.5359999999999996}",30,18,-35.10418528829216,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
233,False,"{'a': 0.75, 'e': 0.5339999999999996}",35,0,-68.5752762026518,"{0: 26, 1: 3, 2: 5, 3: 0, 4: 1}",1
234,False,"{'a': 0.75, 'e': 0.5319999999999996}",25,5,-42.38988509420626,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
235,False,"{'a': 0.75, 'e': 0.5299999999999996}",30,0,-186.29896211787567,"{0: 22, 1: 0, 2: 2, 3: 2, 4: 4}",0
236,False,"{'a': 0.75, 'e': 0.5279999999999996}",20,12,-29.15160109504369,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.75, 'e': 0.5259999999999996}",30,11,1.1327140121154953,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.75, 'e': 0.5239999999999996}",25,12,-16.69619501995261,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
239,False,"{'a': 0.75, 'e': 0.5219999999999996}",20,3,-7.2830540785397275,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
240,False,"{'a': 0.75, 'e': 0.5199999999999996}",20,0,-30.700674640546058,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
241,False,"{'a': 0.75, 'e': 0.5179999999999996}",30,3,-55.99578560694307,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 1}",1
242,False,"{'a': 0.75, 'e': 0.5159999999999996}",20,7,-6.091455419426037,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.75, 'e': 0.5139999999999996}",25,13,-41.41422942634725,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.75, 'e': 0.5119999999999996}",20,14,4.249998329260594,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.75, 'e': 0.5099999999999996}",20,8,-31.45827951092091,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
246,False,"{'a': 0.75, 'e': 0.5079999999999996}",35,0,-73.18888936915809,"{0: 27, 1: 3, 2: 3, 3: 1, 4: 1}",0
247,False,"{'a': 0.75, 'e': 0.5059999999999996}",25,9,-47.90590613489068,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
248,False,"{'a': 0.75, 'e': 0.5039999999999996}",25,15,-54.50552850169728,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 1}",1
249,False,"{'a': 0.75, 'e': 0.5019999999999996}",35,3,-11.00804298177814,"{0: 27, 1: 2, 2: 2, 3: 1, 4: 0}",1
250,False,"{'a': 0.75, 'e': 0.49999999999999956}",30,0,-57.47280172060562,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
251,False,"{'a': 0.75, 'e': 0.49799999999999955}",25,17,-15.452978304106246,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
252,False,"{'a': 0.75, 'e': 0.49599999999999955}",25,0,-4.101334835833223,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.75, 'e': 0.49399999999999955}",25,7,-23.660327565078614,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.75, 'e': 0.49199999999999955}",25,0,-28.77013284373647,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
255,False,"{'a': 0.75, 'e': 0.48999999999999955}",25,16,-7.627132229460246,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.75, 'e': 0.48799999999999955}",25,0,-103.73714594330625,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
257,False,"{'a': 0.75, 'e': 0.48599999999999954}",25,0,-158.88745082684386,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
258,False,"{'a': 0.75, 'e': 0.48399999999999954}",30,0,-111.3515125734378,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
259,False,"{'a': 0.75, 'e': 0.48199999999999954}",25,20,9.391227014373227,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.75, 'e': 0.47999999999999954}",25,5,7.689949920174152,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
261,False,"{'a': 0.75, 'e': 0.47799999999999954}",30,10,-21.48558710261835,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
262,False,"{'a': 0.75, 'e': 0.47599999999999953}",25,0,-118.95571233496744,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
263,False,"{'a': 0.75, 'e': 0.47399999999999953}",30,0,-49.61639015008351,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
264,False,"{'a': 0.75, 'e': 0.47199999999999953}",30,8,-2.246794828848371,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
265,False,"{'a': 0.75, 'e': 0.46999999999999953}",25,14,-26.8764406182156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
266,False,"{'a': 0.75, 'e': 0.4679999999999995}",35,0,-126.34867013105085,"{0: 23, 1: 4, 2: 6, 3: 0, 4: 2}",0
267,False,"{'a': 0.75, 'e': 0.4659999999999995}",25,1,-67.26550742925322,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 2}",1
268,False,"{'a': 0.75, 'e': 0.4639999999999995}",20,3,-28.75197527313003,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
269,False,"{'a': 0.75, 'e': 0.4619999999999995}",20,11,-32.44567214596584,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
270,False,"{'a': 0.75, 'e': 0.4599999999999995}",25,13,-23.72835734387609,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
271,False,"{'a': 0.75, 'e': 0.4579999999999995}",20,0,-12.322536911181956,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
272,False,"{'a': 0.75, 'e': 0.4559999999999995}",20,0,-2.459696977000492,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
273,False,"{'a': 0.75, 'e': 0.4539999999999995}",20,0,-78.68774647833116,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
274,False,"{'a': 0.75, 'e': 0.4519999999999995}",20,10,16.598944627455786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.75, 'e': 0.4499999999999995}",25,1,-46.87049881482801,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 1}",1
276,False,"{'a': 0.75, 'e': 0.4479999999999995}",25,0,-83.1160348110244,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
277,False,"{'a': 0.75, 'e': 0.4459999999999995}",20,12,12.442703911148644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.75, 'e': 0.4439999999999995}",25,11,-38.87087999679044,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
279,False,"{'a': 0.75, 'e': 0.4419999999999995}",20,14,12.946600017604368,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.75, 'e': 0.4399999999999995}",20,6,2.8724307367732496,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.75, 'e': 0.4379999999999995}",20,0,28.199032135634116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.75, 'e': 0.4359999999999995}",20,0,18.82790232372075,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.75, 'e': 0.4339999999999995}",25,3,-12.504853278531515,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
284,False,"{'a': 0.75, 'e': 0.4319999999999995}",25,0,-86.54123727417696,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
285,False,"{'a': 0.75, 'e': 0.4299999999999995}",20,0,-48.39444678686913,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
286,False,"{'a': 0.75, 'e': 0.4279999999999995}",30,0,15.667066934249716,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
287,False,"{'a': 0.75, 'e': 0.4259999999999995}",20,0,-119.71303543361503,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
288,False,"{'a': 0.75, 'e': 0.4239999999999995}",20,9,-1.7166312784742148,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.75, 'e': 0.4219999999999995}",25,13,13.160099203123362,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.75, 'e': 0.4199999999999995}",30,0,-80.20775941133677,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
291,False,"{'a': 0.75, 'e': 0.4179999999999995}",20,2,10.559299573783584,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.75, 'e': 0.4159999999999995}",20,5,4.879907401740666,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.75, 'e': 0.4139999999999995}",25,12,-8.644895383610477,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.75, 'e': 0.4119999999999995}",30,16,-17.78124813209002,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
295,False,"{'a': 0.75, 'e': 0.4099999999999995}",25,11,-13.773921786081074,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.75, 'e': 0.4079999999999995}",20,0,-48.40177601270032,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
297,False,"{'a': 0.75, 'e': 0.4059999999999995}",20,7,-21.74044528367494,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
298,False,"{'a': 0.75, 'e': 0.40399999999999947}",20,14,11.512930388700884,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.75, 'e': 0.40199999999999947}",20,0,-85.757435917977,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
300,False,"{'a': 0.75, 'e': 0.39999999999999947}",30,16,5.043951318933437,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
301,False,"{'a': 0.75, 'e': 0.39799999999999947}",30,19,-1.5121965900565442,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.75, 'e': 0.39599999999999946}",20,5,25.714966562643976,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.75, 'e': 0.39399999999999946}",25,0,-75.88883338958236,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
304,False,"{'a': 0.75, 'e': 0.39199999999999946}",20,0,0.08799525255827656,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
305,False,"{'a': 0.75, 'e': 0.38999999999999946}",25,5,11.425314157596079,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.75, 'e': 0.38799999999999946}",20,0,-51.37008729123186,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
307,False,"{'a': 0.75, 'e': 0.38599999999999945}",25,2,21.639476403246654,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.75, 'e': 0.38399999999999945}",25,0,20.81116077945329,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.75, 'e': 0.38199999999999945}",25,8,-64.37991946946522,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 2}",1
310,False,"{'a': 0.75, 'e': 0.37999999999999945}",20,9,-37.44430734392467,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
311,False,"{'a': 0.75, 'e': 0.37799999999999945}",20,0,13.505738240540307,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.75, 'e': 0.37599999999999945}",20,15,10.728062323470873,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.75, 'e': 0.37399999999999944}",25,9,16.14117684270871,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.75, 'e': 0.37199999999999944}",20,7,12.555641765951886,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.75, 'e': 0.36999999999999944}",20,9,-22.322806101900156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
316,False,"{'a': 0.75, 'e': 0.36799999999999944}",30,3,-26.068158454061106,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
317,False,"{'a': 0.75, 'e': 0.36599999999999944}",30,4,-33.32404852508802,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 1}",1
318,False,"{'a': 0.75, 'e': 0.36399999999999944}",20,0,-29.938883839289943,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
319,False,"{'a': 0.75, 'e': 0.36199999999999943}",20,12,2.3128321886787018,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.75, 'e': 0.35999999999999943}",25,8,-11.677380068945405,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.75, 'e': 0.35799999999999943}",20,0,-23.117843085607692,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
322,False,"{'a': 0.75, 'e': 0.35599999999999943}",30,17,-32.393425930219195,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
323,False,"{'a': 0.75, 'e': 0.3539999999999994}",25,0,16.207633043294727,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.75, 'e': 0.3519999999999994}",30,8,16.046040638955837,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.75, 'e': 0.3499999999999994}",30,0,-25.899398551771665,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
326,False,"{'a': 0.75, 'e': 0.3479999999999994}",20,8,-28.23253549984596,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 0}",1
327,False,"{'a': 0.75, 'e': 0.3459999999999994}",25,11,13.873443817514987,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.75, 'e': 0.3439999999999994}",25,2,7.834489517354474,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
329,False,"{'a': 0.75, 'e': 0.3419999999999994}",20,0,-38.35841243606091,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
330,False,"{'a': 0.75, 'e': 0.3399999999999994}",20,0,11.795425283219515,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
331,False,"{'a': 0.75, 'e': 0.3379999999999994}",30,9,23.93351714966648,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.75, 'e': 0.3359999999999994}",30,0,-53.521345427786315,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
333,False,"{'a': 0.75, 'e': 0.3339999999999994}",30,0,14.193936128937185,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
334,False,"{'a': 0.75, 'e': 0.3319999999999994}",30,5,5.778247397082026,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.75, 'e': 0.3299999999999994}",25,14,7.778440580273433,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.75, 'e': 0.3279999999999994}",20,5,-9.615440874815073,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
337,False,"{'a': 0.75, 'e': 0.3259999999999994}",30,0,-73.20855434118397,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
338,False,"{'a': 0.75, 'e': 0.3239999999999994}",25,3,-33.1747621119077,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 0}",1
339,False,"{'a': 0.75, 'e': 0.3219999999999994}",20,0,-61.645554788165484,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
340,False,"{'a': 0.75, 'e': 0.3199999999999994}",20,0,6.159749417927595,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.75, 'e': 0.3179999999999994}",30,12,-13.158812839394628,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
342,False,"{'a': 0.75, 'e': 0.3159999999999994}",25,3,19.097227561727895,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.75, 'e': 0.3139999999999994}",20,8,-3.874866209366134,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
344,False,"{'a': 0.75, 'e': 0.3119999999999994}",30,8,10.076438898961918,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.75, 'e': 0.3099999999999994}",20,6,23.668299034009856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.75, 'e': 0.3079999999999994}",25,0,23.275106979343953,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
347,False,"{'a': 0.75, 'e': 0.3059999999999994}",20,4,-27.28169074674226,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
348,False,"{'a': 0.75, 'e': 0.3039999999999994}",25,18,14.759820383382959,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.75, 'e': 0.3019999999999994}",25,9,-17.252248159782383,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
350,False,"{'a': 0.75, 'e': 0.2999999999999994}",20,1,-2.0861026001935574,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.75, 'e': 0.2979999999999994}",20,9,7.701145538362489,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.75, 'e': 0.2959999999999994}",25,11,-42.874458558635546,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
353,False,"{'a': 0.75, 'e': 0.2939999999999994}",30,0,-14.181666295851795,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
354,False,"{'a': 0.75, 'e': 0.29199999999999937}",25,15,19.22101253946888,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.75, 'e': 0.28999999999999937}",25,0,-26.425807365882523,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
356,False,"{'a': 0.75, 'e': 0.28799999999999937}",20,8,8.588625666609342,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.75, 'e': 0.28599999999999937}",30,0,10.623707127678461,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
358,False,"{'a': 0.75, 'e': 0.28399999999999936}",20,0,1.6478179836150986,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
359,False,"{'a': 0.75, 'e': 0.28199999999999936}",20,4,-24.592462757320092,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
360,False,"{'a': 0.75, 'e': 0.27999999999999936}",25,17,16.01695688822165,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.75, 'e': 0.27799999999999936}",25,7,26.2055122314216,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.75, 'e': 0.27599999999999936}",30,22,14.92180820899454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.75, 'e': 0.27399999999999936}",30,10,18.629559956152274,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.75, 'e': 0.27199999999999935}",25,4,-14.25168879578366,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 0}",1
365,False,"{'a': 0.75, 'e': 0.26999999999999935}",25,0,-26.294443172486822,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
366,False,"{'a': 0.75, 'e': 0.26799999999999935}",20,0,31.903931190249903,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
367,False,"{'a': 0.75, 'e': 0.26599999999999935}",30,1,-64.66669964106809,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 1}",1
368,False,"{'a': 0.75, 'e': 0.26399999999999935}",30,15,16.03549790802292,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
